MONATSZAHL;AUSPRAEGUNG;JAHR;MONAT;WERT;VORJAHRESWERT;VERAEND_VORMONAT_PROZENT;VERAEND_VORJAHRESMONAT_PROZENT;ZWOELF_MONATE_MITTELWERT
Fluchtunfälle;insgesamt;2005;200501;749;828;-2049;-954;872
Fluchtunfälle;insgesamt;2005;200502;961;723;283;3292;892
Fluchtunfälle;insgesamt;2005;200503;1115;817;1602;3647;917
Fluchtunfälle;insgesamt;2005;200504;937;875;-1596;709;922
Fluchtunfälle;insgesamt;2005;200505;902;867;-374;404;925
Fluchtunfälle;insgesamt;2005;200506;901;859;-11;489;929
Fluchtunfälle;insgesamt;2005;200507;951;970;555;-196;927
Fluchtunfälle;insgesamt;2005;200508;811;784;-1472;344;929
Fluchtunfälle;insgesamt;2005;200509;1086;957;3391;1348;940
Fluchtunfälle;insgesamt;2005;200510;962;1022;-1142;-587;935
Fluchtunfälle;insgesamt;2005;200511;845;903;-1216;-642;930
Fluchtunfälle;insgesamt;2005;200512;817;942;-331;-1327;920
Fluchtunfälle;insgesamt;2004;Summe;10547;9611;;974;
Fluchtunfälle;insgesamt;2004;200401;828;747;-35;1084;808
Fluchtunfälle;insgesamt;2004;200402;723;572;-1268;264;820
Fluchtunfälle;insgesamt;2004;200403;817;854;13;-433;817
Fluchtunfälle;insgesamt;2004;200404;875;844;71;367;820
Fluchtunfälle;insgesamt;2004;200405;867;763;-91;1363;828
Fluchtunfälle;insgesamt;2004;200406;859;855;-92;47;829
Fluchtunfälle;insgesamt;2004;200407;970;562;1292;726;863
Fluchtunfälle;insgesamt;2004;200408;784;698;-1918;1232;870
Fluchtunfälle;insgesamt;2004;200409;957;945;2207;127;871
Fluchtunfälle;insgesamt;2004;200410;1022;960;679;646;876
Fluchtunfälle;insgesamt;2004;200411;903;953;-1164;-525;872
Fluchtunfälle;insgesamt;2004;200412;942;858;432;979;879
Fluchtunfälle;insgesamt;2003;Summe;9611;10651;;-976;
Fluchtunfälle;insgesamt;2003;200301;747;852;581;-1232;879
Fluchtunfälle;insgesamt;2003;200302;572;817;-2343;-2999;858
Fluchtunfälle;insgesamt;2003;200303;854;897;493;-479;855
Fluchtunfälle;insgesamt;2003;200304;844;784;-117;765;860
Fluchtunfälle;insgesamt;2003;200305;763;857;-96;-1097;852
Fluchtunfälle;insgesamt;2003;200306;855;987;1206;-1337;841
Fluchtunfälle;insgesamt;2003;200307;562;1026;-3427;-4522;802
Fluchtunfälle;insgesamt;2003;200308;698;785;242;-1108;795
Fluchtunfälle;insgesamt;2003;200309;945;1039;3539;-905;787
Fluchtunfälle;insgesamt;2003;200310;960;1019;159;-579;782
Fluchtunfälle;insgesamt;2003;200311;953;882;-73;805;788
Fluchtunfälle;insgesamt;2003;200312;858;706;-997;2153;801
Fluchtunfälle;insgesamt;2002;Summe;10651;11396;;-654;
Fluchtunfälle;insgesamt;2002;200201;852;871;-946;-218;948
Fluchtunfälle;insgesamt;2002;200202;817;820;-411;-37;948
Fluchtunfälle;insgesamt;2002;200203;897;962;979;-676;942
Fluchtunfälle;insgesamt;2002;200204;784;897;-126;-126;933
Fluchtunfälle;insgesamt;2002;200205;857;1081;931;-2072;914
Fluchtunfälle;insgesamt;2002;200206;987;905;1517;906;921
Fluchtunfälle;insgesamt;2002;200207;1026;1047;395;-201;919
Fluchtunfälle;insgesamt;2002;200208;785;814;-2349;-356;917
Fluchtunfälle;insgesamt;2002;200209;1039;953;3236;902;924
Fluchtunfälle;insgesamt;2002;200210;1019;1104;-192;-77;917
Fluchtunfälle;insgesamt;2002;200211;882;1001;-1344;-1189;907
Fluchtunfälle;insgesamt;2002;200212;706;941;-1995;-2497;888
Fluchtunfälle;insgesamt;2001;Summe;11396;11467;;-62;
Fluchtunfälle;insgesamt;2001;200101;871;835;-832;431;959
Fluchtunfälle;insgesamt;2001;200102;820;890;-586;-787;953
Fluchtunfälle;insgesamt;2001;200103;962;974;1732;-123;952
Fluchtunfälle;insgesamt;2001;200104;897;834;-676;755;957
Fluchtunfälle;insgesamt;2001;200105;1081;1086;2051;-46;957
Fluchtunfälle;insgesamt;2001;200106;905;842;-1628;748;962
Fluchtunfälle;insgesamt;2001;200107;1047;1102;1569;-499;957
Fluchtunfälle;insgesamt;2001;200108;814;881;-2225;-76;952
Fluchtunfälle;insgesamt;2001;200109;953;978;1708;-256;950
Fluchtunfälle;insgesamt;2001;200110;1104;1078;1584;241;952
Fluchtunfälle;insgesamt;2001;200111;1001;1017;-933;-157;950
Fluchtunfälle;insgesamt;2001;200112;941;950;-599;-95;950
Fluchtunfälle;insgesamt;2000;Summe;11467;;;;
Fluchtunfälle;insgesamt;2000;200001;835;;;;835
Fluchtunfälle;insgesamt;2000;200002;890;;659;;863
Fluchtunfälle;insgesamt;2000;200003;974;;944;;900
Fluchtunfälle;insgesamt;2000;200004;834;;-1437;;883
Fluchtunfälle;insgesamt;2000;200005;1086;;3022;;924
Fluchtunfälle;insgesamt;2000;200006;842;;-2247;;910
Fluchtunfälle;insgesamt;2000;200007;1102;;3088;;938
Fluchtunfälle;insgesamt;2000;200008;881;;-2005;;931
Fluchtunfälle;insgesamt;2000;200009;978;;1101;;936
Fluchtunfälle;insgesamt;2000;200010;1078;;1022;;950
Fluchtunfälle;insgesamt;2000;200011;1017;;-566;;956
Fluchtunfälle;insgesamt;2000;200012;950;;-659;;956
Fluchtunfälle;Verletzte und Getötete;2021;202101;;28;;;
Fluchtunfälle;Verletzte und Getötete;2021;202102;;34;;;
Fluchtunfälle;Verletzte und Getötete;2021;202103;;33;;;
Fluchtunfälle;Verletzte und Getötete;2021;202104;;34;;;
Fluchtunfälle;Verletzte und Getötete;2021;202105;;34;;;
Fluchtunfälle;Verletzte und Getötete;2021;202106;;49;;;
Fluchtunfälle;Verletzte und Getötete;2021;202107;;58;;;
Fluchtunfälle;Verletzte und Getötete;2021;202108;;36;;;
Fluchtunfälle;Verletzte und Getötete;2021;202109;;49;;;
Fluchtunfälle;Verletzte und Getötete;2021;202110;;50;;;
Fluchtunfälle;Verletzte und Getötete;2021;202111;;27;;;
Fluchtunfälle;Verletzte und Getötete;2021;202112;;33;;;
Fluchtunfälle;Verletzte und Getötete;2020;Summe;465;541;;-1405;
Fluchtunfälle;Verletzte und Getötete;2020;202001;28;32;-3488;-125;45
Fluchtunfälle;Verletzte und Getötete;2020;202002;34;26;2143;3077;45
Fluchtunfälle;Verletzte und Getötete;2020;202003;33;44;-294;-25;45
Fluchtunfälle;Verletzte und Getötete;2020;202004;34;35;303;-286;44
Fluchtunfälle;Verletzte und Getötete;2020;202005;34;41;0;-1707;44
Fluchtunfälle;Verletzte und Getötete;2020;202006;49;61;4412;-1967;43
Fluchtunfälle;Verletzte und Getötete;2020;202007;58;81;1837;-284;41
Fluchtunfälle;Verletzte und Getötete;2020;202008;36;37;-3793;-27;41
Fluchtunfälle;Verletzte und Getötete;2020;202009;49;55;3611;-1091;40
Fluchtunfälle;Verletzte und Getötete;2020;202010;50;45;204;1111;41
Fluchtunfälle;Verletzte und Getötete;2020;202011;27;41;-46;-3415;40
Fluchtunfälle;Verletzte und Getötete;2020;202012;33;43;2222;-2326;39
Fluchtunfälle;Verletzte und Getötete;2019;Summe;541;555;;-252;
Fluchtunfälle;Verletzte und Getötete;2019;201901;32;40;-1351;-20;46
Fluchtunfälle;Verletzte und Getötete;2019;201902;26;40;-1875;-35;44
Fluchtunfälle;Verletzte und Getötete;2019;201903;44;35;6923;2571;45
Fluchtunfälle;Verletzte und Getötete;2019;201904;35;44;-2045;-2045;44
Fluchtunfälle;Verletzte und Getötete;2019;201905;41;43;1714;-465;44
Fluchtunfälle;Verletzte und Getötete;2019;201906;61;49;4878;2449;45
Fluchtunfälle;Verletzte und Getötete;2019;201907;81;72;3279;125;46
Fluchtunfälle;Verletzte und Getötete;2019;201908;37;39;-5432;-513;46
Fluchtunfälle;Verletzte und Getötete;2019;201909;55;59;4865;-678;46
Fluchtunfälle;Verletzte und Getötete;2019;201910;45;60;-1818;-25;44
Fluchtunfälle;Verletzte und Getötete;2019;201911;41;37;-889;1081;45
Fluchtunfälle;Verletzte und Getötete;2019;201912;43;37;488;1622;45
Fluchtunfälle;Verletzte und Getötete;2018;Summe;555;551;;73;
Fluchtunfälle;Verletzte und Getötete;2018;201801;40;22;2121;8182;47
Fluchtunfälle;Verletzte und Getötete;2018;201802;40;41;0;-244;47
Fluchtunfälle;Verletzte und Getötete;2018;201803;35;36;-125;-278;47
Fluchtunfälle;Verletzte und Getötete;2018;201804;44;36;2571;2222;48
Fluchtunfälle;Verletzte und Getötete;2018;201805;43;60;-227;-2833;47
Fluchtunfälle;Verletzte und Getötete;2018;201806;49;54;1395;-926;46
Fluchtunfälle;Verletzte und Getötete;2018;201807;72;65;4694;1077;47
Fluchtunfälle;Verletzte und Getötete;2018;201808;39;38;-4583;263;47
Fluchtunfälle;Verletzte und Getötete;2018;201809;59;59;5128;0;47
Fluchtunfälle;Verletzte und Getötete;2018;201810;60;59;169;169;47
Fluchtunfälle;Verletzte und Getötete;2018;201811;37;48;-3833;-2292;46
Fluchtunfälle;Verletzte und Getötete;2018;201812;37;33;0;1212;46
Fluchtunfälle;Verletzte und Getötete;2017;Summe;551;548;;55;
Fluchtunfälle;Verletzte und Getötete;2017;201701;22;31;-3714;-2903;45
Fluchtunfälle;Verletzte und Getötete;2017;201702;41;24;8636;7083;46
Fluchtunfälle;Verletzte und Getötete;2017;201703;36;41;-122;-122;46
Fluchtunfälle;Verletzte und Getötete;2017;201704;36;42;0;-1429;45
Fluchtunfälle;Verletzte und Getötete;2017;201705;60;44;6667;3636;47
Fluchtunfälle;Verletzte und Getötete;2017;201706;54;54;-10;0;47
Fluchtunfälle;Verletzte und Getötete;2017;201707;65;61;2037;656;47
Fluchtunfälle;Verletzte und Getötete;2017;201708;38;70;-4154;-4571;44
Fluchtunfälle;Verletzte und Getötete;2017;201709;59;70;5526;-1571;44
Fluchtunfälle;Verletzte und Getötete;2017;201710;59;44;0;3409;45
Fluchtunfälle;Verletzte und Getötete;2017;201711;48;32;-1864;50;46
Fluchtunfälle;Verletzte und Getötete;2017;201712;33;35;-3125;-571;46
Fluchtunfälle;Verletzte und Getötete;2016;Summe;548;509;;766;
Fluchtunfälle;Verletzte und Getötete;2016;201601;31;19;-1842;6316;43
Fluchtunfälle;Verletzte und Getötete;2016;201602;24;18;-2258;3333;44
Fluchtunfälle;Verletzte und Getötete;2016;201603;41;49;7083;-1633;43
Fluchtunfälle;Verletzte und Getötete;2016;201604;42;45;244;-667;43
Fluchtunfälle;Verletzte und Getötete;2016;201605;44;41;476;732;43
Fluchtunfälle;Verletzte und Getötete;2016;201606;54;54;2273;0;43
Fluchtunfälle;Verletzte und Getötete;2016;201607;61;65;1296;-615;43
Fluchtunfälle;Verletzte und Getötete;2016;201608;70;36;1475;9444;46
Fluchtunfälle;Verletzte und Getötete;2016;201609;70;49;0;4286;48
Fluchtunfälle;Verletzte und Getötete;2016;201610;44;52;-3714;-1538;47
Fluchtunfälle;Verletzte und Getötete;2016;201611;32;43;-2727;-2558;46
Fluchtunfälle;Verletzte und Getötete;2016;201612;35;38;938;-789;46
Fluchtunfälle;Verletzte und Getötete;2015;Summe;509;557;;-862;
Fluchtunfälle;Verletzte und Getötete;2015;201501;19;29;-4571;-3448;46
Fluchtunfälle;Verletzte und Getötete;2015;201502;18;22;-526;-1818;45
Fluchtunfälle;Verletzte und Getötete;2015;201503;49;46;17222;652;46
Fluchtunfälle;Verletzte und Getötete;2015;201504;45;55;-816;-1818;45
Fluchtunfälle;Verletzte und Getötete;2015;201505;41;50;-889;-18;44
Fluchtunfälle;Verletzte und Getötete;2015;201506;54;58;3171;-69;44
Fluchtunfälle;Verletzte und Getötete;2015;201507;65;62;2037;484;44
Fluchtunfälle;Verletzte und Getötete;2015;201508;36;43;-4462;-1628;43
Fluchtunfälle;Verletzte und Getötete;2015;201509;49;60;3611;-1833;42
Fluchtunfälle;Verletzte und Getötete;2015;201510;52;55;612;-545;42
Fluchtunfälle;Verletzte und Getötete;2015;201511;43;42;-1731;238;42
Fluchtunfälle;Verletzte und Getötete;2015;201512;38;35;-1163;857;42
Fluchtunfälle;Verletzte und Getötete;2014;Summe;557;521;;691;
Fluchtunfälle;Verletzte und Getötete;2014;201401;29;29;741;0;43
Fluchtunfälle;Verletzte und Getötete;2014;201402;22;22;-2414;0;43
Fluchtunfälle;Verletzte und Getötete;2014;201403;46;33;10909;3939;45
Fluchtunfälle;Verletzte und Getötete;2014;201404;55;50;1957;10;45
Fluchtunfälle;Verletzte und Getötete;2014;201405;50;43;-909;1628;46
Fluchtunfälle;Verletzte und Getötete;2014;201406;58;54;16;741;46
Fluchtunfälle;Verletzte und Getötete;2014;201407;62;68;69;-882;45
Fluchtunfälle;Verletzte und Getötete;2014;201408;43;36;-3065;1944;46
Fluchtunfälle;Verletzte und Getötete;2014;201409;60;53;3953;1321;47
Fluchtunfälle;Verletzte und Getötete;2014;201410;55;53;-833;377;47
Fluchtunfälle;Verletzte und Getötete;2014;201411;42;53;-2364;-2075;46
Fluchtunfälle;Verletzte und Getötete;2014;201412;35;27;-1667;2963;46
Fluchtunfälle;Verletzte und Getötete;2013;Summe;521;580;;-1017;
Fluchtunfälle;Verletzte und Getötete;2013;201301;29;32;2609;-938;48
Fluchtunfälle;Verletzte und Getötete;2013;201302;22;20;-2414;10;48
Fluchtunfälle;Verletzte und Getötete;2013;201303;33;44;50;-25;47
Fluchtunfälle;Verletzte und Getötete;2013;201304;50;37;5152;3514;48
Fluchtunfälle;Verletzte und Getötete;2013;201305;43;64;-14;-3281;47
Fluchtunfälle;Verletzte und Getötete;2013;201306;54;61;2558;-1148;46
Fluchtunfälle;Verletzte und Getötete;2013;201307;68;64;2593;625;46
Fluchtunfälle;Verletzte und Getötete;2013;201308;36;64;-4706;-4375;44
Fluchtunfälle;Verletzte und Getötete;2013;201309;53;61;4722;-1311;43
Fluchtunfälle;Verletzte und Getötete;2013;201310;53;61;0;-1311;43
Fluchtunfälle;Verletzte und Getötete;2013;201311;53;49;0;816;43
Fluchtunfälle;Verletzte und Getötete;2013;201312;27;23;-4906;1739;43
Fluchtunfälle;Verletzte und Getötete;2012;Summe;580;498;;1647;
Fluchtunfälle;Verletzte und Getötete;2012;201201;32;26;667;2308;42
Fluchtunfälle;Verletzte und Getötete;2012;201202;20;26;-375;-2308;42
Fluchtunfälle;Verletzte und Getötete;2012;201203;44;32;120;375;43
Fluchtunfälle;Verletzte und Getötete;2012;201204;37;55;-1591;-3273;41
Fluchtunfälle;Verletzte und Getötete;2012;201205;64;68;7297;-588;41
Fluchtunfälle;Verletzte und Getötete;2012;201206;61;49;-469;2449;42
Fluchtunfälle;Verletzte und Getötete;2012;201207;64;56;492;1429;42
Fluchtunfälle;Verletzte und Getötete;2012;201208;64;35;0;8286;45
Fluchtunfälle;Verletzte und Getötete;2012;201209;61;52;-469;1731;46
Fluchtunfälle;Verletzte und Getötete;2012;201210;61;36;0;6944;48
Fluchtunfälle;Verletzte und Getötete;2012;201211;49;33;-1967;4848;49
Fluchtunfälle;Verletzte und Getötete;2012;201212;23;30;-5306;-2333;48
Fluchtunfälle;Verletzte und Getötete;2011;Summe;498;456;;921;
Fluchtunfälle;Verletzte und Getötete;2011;201101;26;17;1304;5294;39
Fluchtunfälle;Verletzte und Getötete;2011;201102;26;21;0;2381;39
Fluchtunfälle;Verletzte und Getötete;2011;201103;32;29;2308;1034;39
Fluchtunfälle;Verletzte und Getötete;2011;201104;55;41;7188;3415;41
Fluchtunfälle;Verletzte und Getötete;2011;201105;68;31;2364;11935;44
Fluchtunfälle;Verletzte und Getötete;2011;201106;49;57;-2794;-1404;43
Fluchtunfälle;Verletzte und Getötete;2011;201107;56;65;1429;-1385;42
Fluchtunfälle;Verletzte und Getötete;2011;201108;35;48;-375;-2708;41
Fluchtunfälle;Verletzte und Getötete;2011;201109;52;42;4857;2381;42
Fluchtunfälle;Verletzte und Getötete;2011;201110;36;49;-3077;-2653;41
Fluchtunfälle;Verletzte und Getötete;2011;201111;33;33;-833;0;41
Fluchtunfälle;Verletzte und Getötete;2011;201112;30;23;-909;3043;42
Fluchtunfälle;Verletzte und Getötete;2010;Summe;456;459;;-65;
Fluchtunfälle;Verletzte und Getötete;2010;201001;17;22;-5405;-2273;38
Fluchtunfälle;Verletzte und Getötete;2010;201002;21;35;2353;-40;37
Fluchtunfälle;Verletzte und Getötete;2010;201003;29;20;381;45;37
Fluchtunfälle;Verletzte und Getötete;2010;201004;41;43;4138;-465;37
Fluchtunfälle;Verletzte und Getötete;2010;201005;31;49;-2439;-3673;36
Fluchtunfälle;Verletzte und Getötete;2010;201006;57;34;8387;6765;38
Fluchtunfälle;Verletzte und Getötete;2010;201007;65;61;1404;656;38
Fluchtunfälle;Verletzte und Getötete;2010;201008;48;40;-2615;20;39
Fluchtunfälle;Verletzte und Getötete;2010;201009;42;37;-125;1351;39
Fluchtunfälle;Verletzte und Getötete;2010;201010;49;47;1667;426;39
Fluchtunfälle;Verletzte und Getötete;2010;201011;33;34;-3265;-294;39
Fluchtunfälle;Verletzte und Getötete;2010;201012;23;37;-303;-3784;38
Fluchtunfälle;Verletzte und Getötete;2009;Summe;459;489;;-613;
Fluchtunfälle;Verletzte und Getötete;2009;200901;22;27;-1852;-1852;40
Fluchtunfälle;Verletzte und Getötete;2009;200902;35;29;5909;2069;41
Fluchtunfälle;Verletzte und Getötete;2009;200903;20;25;-4286;-20;40
Fluchtunfälle;Verletzte und Getötete;2009;200904;43;41;115;488;41
Fluchtunfälle;Verletzte und Getötete;2009;200905;49;57;1395;-1404;40
Fluchtunfälle;Verletzte und Getötete;2009;200906;34;59;-3061;-4237;38
Fluchtunfälle;Verletzte und Getötete;2009;200907;61;48;7941;2708;39
Fluchtunfälle;Verletzte und Getötete;2009;200908;40;55;-3443;-2727;38
Fluchtunfälle;Verletzte und Getötete;2009;200909;37;48;-75;-2292;37
Fluchtunfälle;Verletzte und Getötete;2009;200910;47;46;2703;217;37
Fluchtunfälle;Verletzte und Getötete;2009;200911;34;27;-2766;2593;37
Fluchtunfälle;Verletzte und Getötete;2009;200912;37;27;882;3704;38
Fluchtunfälle;Verletzte und Getötete;2008;Summe;489;476;;273;
Fluchtunfälle;Verletzte und Getötete;2008;200801;27;19;-69;4211;40
Fluchtunfälle;Verletzte und Getötete;2008;200802;29;33;741;-1212;40
Fluchtunfälle;Verletzte und Getötete;2008;200803;25;20;-1379;25;40
Fluchtunfälle;Verletzte und Getötete;2008;200804;41;43;64;-465;40
Fluchtunfälle;Verletzte und Getötete;2008;200805;57;48;3902;1875;41
Fluchtunfälle;Verletzte und Getötete;2008;200806;59;50;351;18;42
Fluchtunfälle;Verletzte und Getötete;2008;200807;48;59;-1864;-1864;41
Fluchtunfälle;Verletzte und Getötete;2008;200808;55;39;1458;4103;42
Fluchtunfälle;Verletzte und Getötete;2008;200809;48;41;-1273;1707;43
Fluchtunfälle;Verletzte und Getötete;2008;200810;46;49;-417;-612;43
Fluchtunfälle;Verletzte und Getötete;2008;200811;27;46;-413;-413;41
Fluchtunfälle;Verletzte und Getötete;2008;200812;27;29;0;-69;41
Fluchtunfälle;Verletzte und Getötete;2007;Summe;476;505;;-574;
Fluchtunfälle;Verletzte und Getötete;2007;200701;19;31;-5682;-3871;41
Fluchtunfälle;Verletzte und Getötete;2007;200702;33;33;7368;0;41
Fluchtunfälle;Verletzte und Getötete;2007;200703;20;34;-3939;-4118;40
Fluchtunfälle;Verletzte und Getötete;2007;200704;43;25;115;72;41
Fluchtunfälle;Verletzte und Getötete;2007;200705;48;33;1163;4545;43
Fluchtunfälle;Verletzte und Getötete;2007;200706;50;40;417;25;44
Fluchtunfälle;Verletzte und Getötete;2007;200707;59;78;18;-2436;42
Fluchtunfälle;Verletzte und Getötete;2007;200708;39;40;-339;-25;42
Fluchtunfälle;Verletzte und Getötete;2007;200709;41;66;513;-3788;40
Fluchtunfälle;Verletzte und Getötete;2007;200710;49;43;1951;1395;40
Fluchtunfälle;Verletzte und Getötete;2007;200711;46;38;-612;2105;41
Fluchtunfälle;Verletzte und Getötete;2007;200712;29;44;-3696;-3409;40
Fluchtunfälle;Verletzte und Getötete;2006;Summe;505;525;;-381;
Fluchtunfälle;Verletzte und Getötete;2006;200601;31;24;-313;2917;44
Fluchtunfälle;Verletzte und Getötete;2006;200602;33;22;645;50;45
Fluchtunfälle;Verletzte und Getötete;2006;200603;34;33;303;303;45
Fluchtunfälle;Verletzte und Getötete;2006;200604;25;45;-2647;-4444;44
Fluchtunfälle;Verletzte und Getötete;2006;200605;33;52;32;-3654;42
Fluchtunfälle;Verletzte und Getötete;2006;200606;40;53;2121;-2453;41
Fluchtunfälle;Verletzte und Getötete;2006;200607;78;65;95;20;42
Fluchtunfälle;Verletzte und Getötete;2006;200608;40;37;-4872;811;42
Fluchtunfälle;Verletzte und Getötete;2006;200609;66;81;65;-1852;41
Fluchtunfälle;Verletzte und Getötete;2006;200610;43;54;-3485;-2037;40
Fluchtunfälle;Verletzte und Getötete;2006;200611;38;27;-1163;4074;41
Fluchtunfälle;Verletzte und Getötete;2006;200612;44;32;1579;375;42
Fluchtunfälle;Verletzte und Getötete;2005;Summe;525;542;;-314;
Fluchtunfälle;Verletzte und Getötete;2005;200501;24;33;-4667;-2727;44
Fluchtunfälle;Verletzte und Getötete;2005;200502;22;31;-833;-2903;44
Fluchtunfälle;Verletzte und Getötete;2005;200503;33;20;50;65;45
Fluchtunfälle;Verletzte und Getötete;2005;200504;45;39;3636;1538;45
Fluchtunfälle;Verletzte und Getötete;2005;200505;52;41;1556;2683;46
Fluchtunfälle;Verletzte und Getötete;2005;200506;53;53;192;0;46
Fluchtunfälle;Verletzte und Getötete;2005;200507;65;83;2264;-2169;45
Fluchtunfälle;Verletzte und Getötete;2005;200508;37;48;-4308;-2292;44
Fluchtunfälle;Verletzte und Getötete;2005;200509;81;63;11892;2857;45
Fluchtunfälle;Verletzte und Getötete;2005;200510;54;40;-3333;35;46
Fluchtunfälle;Verletzte und Getötete;2005;200511;27;46;-50;-413;45
Fluchtunfälle;Verletzte und Getötete;2005;200512;32;45;1852;-2889;44
Fluchtunfälle;Verletzte und Getötete;2004;Summe;542;562;;-356;
Fluchtunfälle;Verletzte und Getötete;2004;200401;33;21;-5769;5714;48
Fluchtunfälle;Verletzte und Getötete;2004;200402;31;20;-606;55;49
Fluchtunfälle;Verletzte und Getötete;2004;200403;20;44;-3548;-5455;47
Fluchtunfälle;Verletzte und Getötete;2004;200404;39;30;95;30;48
Fluchtunfälle;Verletzte und Getötete;2004;200405;41;56;513;-2679;46
Fluchtunfälle;Verletzte und Getötete;2004;200406;53;81;2927;-3457;44
Fluchtunfälle;Verletzte und Getötete;2004;200407;83;35;566;13714;48
Fluchtunfälle;Verletzte und Getötete;2004;200408;48;41;-4217;1707;49
Fluchtunfälle;Verletzte und Getötete;2004;200409;63;50;3125;26;50
Fluchtunfälle;Verletzte und Getötete;2004;200410;40;47;-3651;-1489;49
Fluchtunfälle;Verletzte und Getötete;2004;200411;46;59;15;-2203;48
Fluchtunfälle;Verletzte und Getötete;2004;200412;45;78;-217;-4231;45
Fluchtunfälle;Verletzte und Getötete;2003;Summe;562;628;;-1051;
Fluchtunfälle;Verletzte und Getötete;2003;200301;21;36;-4474;-4167;51
Fluchtunfälle;Verletzte und Getötete;2003;200302;20;33;-476;-3939;50
Fluchtunfälle;Verletzte und Getötete;2003;200303;44;39;120;1282;50
Fluchtunfälle;Verletzte und Getötete;2003;200304;30;37;-3182;-1892;50
Fluchtunfälle;Verletzte und Getötete;2003;200305;56;73;8667;-2329;48
Fluchtunfälle;Verletzte und Getötete;2003;200306;81;74;4464;946;49
Fluchtunfälle;Verletzte und Getötete;2003;200307;35;72;-5679;-5139;46
Fluchtunfälle;Verletzte und Getötete;2003;200308;41;50;1714;-18;45
Fluchtunfälle;Verletzte und Getötete;2003;200309;50;77;2195;-3506;43
Fluchtunfälle;Verletzte und Getötete;2003;200310;47;49;-6;-408;43
Fluchtunfälle;Verletzte und Getötete;2003;200311;59;50;2553;18;44
Fluchtunfälle;Verletzte und Getötete;2003;200312;78;38;322;10526;47
Fluchtunfälle;Verletzte und Getötete;2002;Summe;628;687;;-859;
Fluchtunfälle;Verletzte und Getötete;2002;200201;36;44;-769;-1818;57
Fluchtunfälle;Verletzte und Getötete;2002;200202;33;51;-833;-3529;55
Fluchtunfälle;Verletzte und Getötete;2002;200203;39;43;1818;-93;55
Fluchtunfälle;Verletzte und Getötete;2002;200204;37;68;-513;-4559;52
Fluchtunfälle;Verletzte und Getötete;2002;200205;73;67;973;896;53
Fluchtunfälle;Verletzte und Getötete;2002;200206;74;78;137;-513;52
Fluchtunfälle;Verletzte und Getötete;2002;200207;72;83;-27;-1325;51
Fluchtunfälle;Verletzte und Getötete;2002;200208;50;57;-3056;-1228;51
Fluchtunfälle;Verletzte und Getötete;2002;200209;77;40;54;925;54
Fluchtunfälle;Verletzte und Getötete;2002;200210;49;85;-3636;-4235;51
Fluchtunfälle;Verletzte und Getötete;2002;200211;50;32;204;5625;52
Fluchtunfälle;Verletzte und Getötete;2002;200212;38;39;-24;-256;52
Fluchtunfälle;Verletzte und Getötete;2001;Summe;687;658;;441;
Fluchtunfälle;Verletzte und Getötete;2001;200101;44;34;-222;2941;56
Fluchtunfälle;Verletzte und Getötete;2001;200102;51;35;1591;4571;57
Fluchtunfälle;Verletzte und Getötete;2001;200103;43;48;-1569;-1042;57
Fluchtunfälle;Verletzte und Getötete;2001;200104;68;57;5814;193;58
Fluchtunfälle;Verletzte und Getötete;2001;200105;67;69;-147;-29;57
Fluchtunfälle;Verletzte und Getötete;2001;200106;78;58;1642;3448;59
Fluchtunfälle;Verletzte und Getötete;2001;200107;83;67;641;2388;60
Fluchtunfälle;Verletzte und Getötete;2001;200108;57;74;-3133;-2297;59
Fluchtunfälle;Verletzte und Getötete;2001;200109;40;68;-2982;-4118;57
Fluchtunfälle;Verletzte und Getötete;2001;200110;85;47;1125;8085;60
Fluchtunfälle;Verletzte und Getötete;2001;200111;32;56;-6235;-4286;58
Fluchtunfälle;Verletzte und Getötete;2001;200112;39;45;2188;-1333;57
Fluchtunfälle;Verletzte und Getötete;2000;Summe;658;;;;
Fluchtunfälle;Verletzte und Getötete;2000;200001;34;;;;34
Fluchtunfälle;Verletzte und Getötete;2000;200002;35;;294;;35
Fluchtunfälle;Verletzte und Getötete;2000;200003;48;;3714;;39
Fluchtunfälle;Verletzte und Getötete;2000;200004;57;;1875;;44
Fluchtunfälle;Verletzte und Getötete;2000;200005;69;;2105;;49
Fluchtunfälle;Verletzte und Getötete;2000;200006;58;;-1594;;50
Fluchtunfälle;Verletzte und Getötete;2000;200007;67;;1552;;53
Fluchtunfälle;Verletzte und Getötete;2000;200008;74;;1045;;55
Fluchtunfälle;Verletzte und Getötete;2000;200009;68;;-811;;57
Fluchtunfälle;Verletzte und Getötete;2000;200010;47;;-3088;;56
Fluchtunfälle;Verletzte und Getötete;2000;200011;56;;1915;;56
Fluchtunfälle;Verletzte und Getötete;2000;200012;45;;-1964;;55
Verkehrsunfälle;insgesamt;2021;202101;;3139;;;
Verkehrsunfälle;insgesamt;2021;202102;;3271;;;
Verkehrsunfälle;insgesamt;2021;202103;;2825;;;
Verkehrsunfälle;insgesamt;2021;202104;;2251;;;
Verkehrsunfälle;insgesamt;2021;202105;;3193;;;
Verkehrsunfälle;insgesamt;2021;202106;;3380;;;
Verkehrsunfälle;insgesamt;2021;202107;;4031;;;
Verkehrsunfälle;insgesamt;2021;202108;;3007;;;
Verkehrsunfälle;insgesamt;2021;202109;;3659;;;
